ID;UF;LON;LAT;ANNUAL;JAN;FEB;MAR;APR;MAY;JUN;JUL;AUG;SEP;OCT;NOV;DEC
4100;Paraná;-51.4490;-25.5005;4542;5771;5312;4907;4089;3231;2852;3109;4099;4277;5008;5831;6017
4101;Paraná;-51.3490;-25.5005;4483;5671;5248;4833;4037;3197;2839;3081;4091;4221;4901;5753;5917
4102;Paraná;-51.2490;-25.5005;4375;5465;5140;4679;3937;3117;2789;3030;4042;4149;4775;5623;5750
4103;Paraná;-51.1490;-25.5005;4278;5328;5082;4554;3801;3052;2716;2975;3982;4071;4614;5513;5644
4104;Paraná;-51.0490;-25.5005;4253;5345;5121;4547;3768;3014;2650;2936;3921;4038;4566;5495;5638
4105;Paraná;-50.9490;-25.5005;4308;5489;5235;4641;3804;3046;2654;2929;3924;4064;4650;5552;5703
4106;Paraná;-50.8490;-25.5005;4319;5555;5285;4638;3811;3056;2638;2920;3926;4066;4655;5547;5735
4107;Paraná;-50.7490;-25.5005;4326;5559;5325;4652;3820;3067;2638;2923;3940;4053;4648;5545;5741
4108;Paraná;-50.6490;-25.5005;4311;5541;5250;4582;3798;3061;2673;2935;3946;4051;4623;5571;5701
4109;Paraná;-50.5490;-25.5005;4303;5532;5222;4590;3823;3044;2680;2931;3935;4038;4607;5546;5686
4110;Paraná;-50.4490;-25.5005;4310;5534;5241;4616;3845;3063;2703;2934;3945;4015;4611;5530;5681
4111;Paraná;-50.3490;-25.5005;4315;5492;5253;4616;3862;3074;2724;2950;3961;4017;4608;5554;5676
4112;Paraná;-50.2490;-25.5005;4315;5477;5269;4639;3855;3075;2724;2958;3954;4019;4611;5530;5666
4113;Paraná;-50.1490;-25.5005;4326;5487;5299;4683;3856;3060;2731;2966;3957;4022;4621;5525;5702
4114;Paraná;-50.0490;-25.5005;4327;5525;5266;4677;3849;3073;2754;2960;3961;4025;4619;5483;5732
4115;Paraná;-49.9490;-25.5005;4322;5518;5256;4685;3848;3072;2769;2958;3961;4013;4615;5440;5724
4116;Paraná;-49.8490;-25.5005;4310;5460;5254;4672;3864;3052;2788;2962;3968;4011;4593;5388;5703
4117;Paraná;-49.7490;-25.5005;4304;5426;5197;4666;3863;3071;2793;2974;3960;3991;4598;5420;5683
4118;Paraná;-49.6490;-25.5005;4210;5327;5115;4578;3794;3028;2705;2909;3885;3893;4430;5309;5544
4119;Paraná;-49.5490;-25.5005;4188;5314;5152;4531;3765;3025;2670;2882;3855;3859;4391;5282;5536
4120;Paraná;-49.4490;-25.5005;4199;5325;5151;4539;3778;3030;2697;2881;3862;3849;4409;5295;5573
4121;Paraná;-49.3490;-25.5005;4195;5337;5149;4525;3765;3039;2722;2871;3842;3842;4392;5269;5586
4122;Paraná;-49.2490;-25.5005;4201;5342;5151;4497;3793;3062;2748;2895;3852;3840;4408;5264;5557
4123;Paraná;-49.1490;-25.5005;4176;5314;5142;4499;3757;3041;2708;2894;3809;3810;4377;5226;5529
4124;Paraná;-49.0490;-25.5005;4142;5289;5091;4475;3720;3024;2696;2863;3767;3777;4334;5167;5507
4125;Paraná;-48.9490;-25.5005;3901;5039;4843;4205;3553;2946;2615;2734;3548;3487;3969;4749;5127
4126;Paraná;-48.8490;-25.5005;3785;4998;4849;4180;3535;2929;2557;2623;3348;3182;3660;4557;4997
4127;Paraná;-48.7490;-25.5005;3922;5221;5126;4427;3656;2995;2590;2625;3357;3279;3781;4760;5244
4128;Paraná;-48.6490;-25.5005;3961;5262;5245;4434;3677;3016;2584;2597;3309;3300;3836;4888;5388
4129;Paraná;-48.5490;-25.5005;3904;5293;5190;4372;3628;2980;2535;2540;3245;3224;3750;4791;5301
4130;Paraná;-48.4490;-25.5005;3979;5431;5326;4445;3694;3003;2540;2556;3285;3329;3837;4886;5422
4131;Paraná;-48.3490;-25.5005;4042;5541;5412;4508;3752;3031;2575;2553;3255;3394;3931;4996;5550
4132;Paraná;-48.2490;-25.5005;4048;5576;5398;4507;3751;3011;2539;2538;3222;3418;3975;5043;5604
4133;Paraná;-54.6490;-25.4005;4759;6382;5807;5328;4179;3264;2804;3031;3993;4310;5290;6125;6595
4134;Paraná;-54.5490;-25.4005;4782;6439;5897;5376;4199;3273;2810;3026;3993;4277;5283;6175;6640
4135;Paraná;-54.4490;-25.4005;4802;6525;5950;5364;4223;3285;2820;3046;3996;4262;5278;6168;6709
4136;Paraná;-54.3490;-25.4005;4790;6481;5895;5333;4230;3279;2829;3046;3989;4284;5261;6146;6702
4137;Paraná;-54.2490;-25.4005;4765;6376;5796;5273;4238;3277;2832;3050;4017;4304;5251;6124;6647
4138;Paraná;-54.1490;-25.4005;4739;6318;5743;5221;4243;3261;2821;3055;4025;4301;5248;6089;6538
4139;Paraná;-54.0490;-25.4005;4724;6258;5724;5198;4231;3260;2831;3071;4053;4296;5234;6051;6486
4140;Paraná;-53.9490;-25.4005;4713;6213;5724;5198;4214;3270;2830;3068;4067;4270;5223;6041;6438
4141;Paraná;-53.8490;-25.4005;4695;6182;5697;5216;4212;3270;2815;3061;4075;4244;5204;6000;6362
4142;Paraná;-53.7490;-25.4005;4697;6144;5713;5249;4225;3285;2828;3075;4091;4255;5201;5995;6306
4143;Paraná;-53.6490;-25.4005;4687;6084;5690;5212;4216;3292;2838;3072;4079;4254;5219;6013;6278
4144;Paraná;-53.5490;-25.4005;4707;6147;5663;5175;4242;3291;2856;3083;4130;4268;5241;6057;6333
4145;Paraná;-53.4490;-25.4005;4716;6169;5680;5199;4242;3290;2868;3094;4123;4279;5232;6075;6342
4146;Paraná;-53.3490;-25.4005;4709;6169;5652;5213;4230;3283;2873;3103;4117;4266;5216;6051;6331
4147;Paraná;-53.2490;-25.4005;4724;6250;5649;5205;4252;3313;2889;3100;4135;4292;5209;6065;6329
4148;Paraná;-53.1490;-25.4005;4717;6236;5638;5201;4261;3306;2882;3100;4129;4281;5190;6054;6322
4149;Paraná;-53.0490;-25.4005;4733;6215;5709;5223;4285;3302;2882;3110;4116;4305;5213;6092;6348
4150;Paraná;-52.9490;-25.4005;4739;6266;5665;5211;4300;3307;2897;3126;4137;4312;5221;6095;6329
4151;Paraná;-52.8490;-25.4005;4725;6229;5639;5173;4283;3309;2910;3139;4126;4314;5195;6071;6306
4152;Paraná;-52.7490;-25.4005;4701;6148;5572;5158;4261;3298;2912;3146;4114;4300;5167;6074;6259
4153;Paraná;-52.6490;-25.4005;4690;6109;5536;5157;4282;3296;2919;3146;4136;4297;5151;6045;6207
4154;Paraná;-52.5490;-25.4005;4704;6120;5561;5158;4282;3304;2933;3163;4148;4335;5181;6055;6213
4155;Paraná;-52.4490;-25.4005;4721;6118;5604;5183;4272;3320;2954;3190;4174;4350;5195;6059;6229
4156;Paraná;-52.3490;-25.4005;4684;6037;5530;5142;4245;3307;2931;3174;4146;4352;5162;6001;6180
4157;Paraná;-52.2490;-25.4005;4689;6026;5542;5136;4274;3317;2924;3176;4151;4348;5155;6018;6202
4158;Paraná;-52.1490;-25.4005;4693;6020;5561;5139;4292;3335;2919;3165;4164;4347;5153;6036;6187
4159;Paraná;-52.0490;-25.4005;4694;5999;5575;5164;4286;3334;2920;3164;4173;4354;5162;6024;6174
4160;Paraná;-51.9490;-25.4005;4680;5985;5531;5128;4269;3329;2930;3164;4182;4332;5172;5987;6153
4161;Paraná;-51.8490;-25.4005;4654;5951;5505;5063;4213;3317;2926;3172;4164;4328;5157;5902;6143
4162;Paraná;-51.7490;-25.4005;4637;5943;5507;5020;4206;3285;2926;3181;4170;4316;5122;5855;6111
4163;Paraná;-51.6490;-25.4005;4625;5921;5492;5013;4182;3271;2918;3179;4179;4330;5090;5840;6079
4164;Paraná;-51.5490;-25.4005;4590;5872;5443;4936;4135;3243;2886;3176;4140;4294;5038;5858;6057
4165;Paraná;-51.4490;-25.4005;4543;5753;5344;4865;4117;3229;2863;3135;4112;4284;4983;5829;6009
4166;Paraná;-51.3490;-25.4005;4483;5667;5243;4789;4071;3196;2841;3097;4092;4226;4909;5750;5912
4167;Paraná;-51.2490;-25.4005;4379;5418;5149;4690;3962;3115;2788;3058;4064;4150;4777;5604;5769
4168;Paraná;-51.1490;-25.4005;4289;5358;5118;4597;3855;3043;2695;2983;3978;4079;4591;5512;5667
4169;Paraná;-51.0490;-25.4005;4318;5476;5225;4636;3857;3040;2671;2976;3938;4078;4636;5558;5722
4170;Paraná;-50.9490;-25.4005;4353;5577;5311;4669;3854;3073;2677;2958;3954;4095;4675;5593;5799
4171;Paraná;-50.8490;-25.4005;4375;5608;5374;4689;3865;3092;2704;2969;3974;4129;4700;5594;5802
4172;Paraná;-50.7490;-25.4005;4375;5574;5374;4678;3880;3118;2722;2975;3992;4113;4703;5568;5797
4173;Paraná;-50.6490;-25.4005;4346;5524;5282;4621;3866;3086;2716;2971;3974;4081;4677;5594;5757
4174;Paraná;-50.5490;-25.4005;4333;5518;5253;4634;3876;3093;2700;2969;3965;4069;4655;5561;5703
4175;Paraná;-50.4490;-25.4005;4353;5569;5255;4674;3929;3121;2716;2977;3976;4064;4674;5574;5710
4176;Paraná;-50.3490;-25.4005;4363;5548;5306;4677;3938;3121;2742;2983;3996;4066;4680;5585;5717
4177;Paraná;-50.2490;-25.4005;4356;5525;5302;4680;3930;3112;2750;2982;3991;4060;4669;5558;5711
4178;Paraná;-50.1490;-25.4005;4382;5572;5360;4706;3942;3126;2778;3014;4006;4075;4692;5566;5743
4179;Paraná;-50.0490;-25.4005;4372;5573;5330;4688;3922;3119;2793;2998;4002;4075;4670;5523;5774
4180;Paraná;-49.9490;-25.4005;4360;5527;5291;4681;3924;3126;2808;3005;4007;4067;4647;5469;5763
4181;Paraná;-49.8490;-25.4005;4343;5453;5258;4673;3914;3102;2805;3013;3998;4063;4628;5461;5746
4182;Paraná;-49.7490;-25.4005;4264;5388;5158;4629;3848;3062;2726;2925;3919;3985;4527;5383;5620
4183;Paraná;-49.6490;-25.4005;4184;5316;5132;4592;3793;3003;2636;2843;3839;3869;4392;5269;5529
4184;Paraná;-49.5490;-25.4005;4190;5288;5181;4570;3779;3004;2641;2858;3845;3874;4416;5267;5561
4185;Paraná;-49.4490;-25.4005;4211;5300;5193;4581;3793;3021;2691;2883;3882;3876;4418;5306;5594
4186;Paraná;-49.3490;-25.4005;4214;5313;5175;4567;3790;3046;2735;2901;3893;3864;4409;5286;5593
4187;Paraná;-49.2490;-25.4005;4194;5318;5158;4538;3782;3047;2758;2892;3864;3830;4359;5230;5557
4188;Paraná;-49.1490;-25.4005;4176;5309;5149;4499;3771;3039;2728;2890;3830;3794;4341;5208;5559
4189;Paraná;-49.0490;-25.4005;4165;5319;5141;4487;3734;3038;2711;2877;3798;3785;4358;5188;5547
4190;Paraná;-48.9490;-25.4005;4024;5158;4982;4358;3649;2999;2676;2805;3654;3613;4132;4935;5332
4191;Paraná;-48.8490;-25.4005;3805;4980;4828;4209;3550;2920;2580;2638;3380;3233;3697;4585;5057
4192;Paraná;-48.7490;-25.4005;3825;5038;4924;4288;3609;2956;2571;2570;3318;3209;3671;4641;5106
4193;Paraná;-48.6490;-25.4005;3889;5177;5131;4372;3658;2986;2592;2567;3287;3236;3694;4735;5238
4194;Paraná;-48.5490;-25.4005;3832;5193;5086;4270;3582;2941;2546;2529;3235;3175;3601;4645;5186
4195;Paraná;-48.4490;-25.4005;3928;5344;5245;4376;3646;2984;2554;2542;3259;3267;3747;4798;5379
4196;Paraná;-48.3490;-25.4005;3985;5450;5327;4472;3714;3021;2564;2539;3243;3332;3815;4885;5456
4197;Paraná;-48.2490;-25.4005;3918;5410;5249;4363;3638;2961;2504;2500;3169;3266;3724;4828;5404
4198;Paraná;-48.1490;-25.4005;3970;5460;5284;4409;3693;2946;2509;2513;3181;3372;3851;4937;5485
4199;Paraná;-54.5490;-25.3005;4777;6423;5859;5326;4206;3275;2822;3050;4003;4292;5282;6159;6631
4200;Paraná;-54.4490;-25.3005;4819;6527;5991;5368;4240;3282;2832;3069;4015;4294;5287;6197;6730
4201;Paraná;-54.3490;-25.3005;4803;6475;5944;5369;4249;3282;2835;3051;4000;4277;5268;6167;6727
4202;Paraná;-54.2490;-25.3005;4771;6369;5804;5311;4247;3276;2839;3054;4024;4305;5251;6136;6635
4203;Paraná;-54.1490;-25.3005;4749;6316;5776;5245;4233;3271;2843;3068;4058;4320;5270;6087;6504
4204;Paraná;-54.0490;-25.3005;4729;6248;5754;5188;4210;3258;2862;3086;4069;4318;5255;6044;6457
4205;Paraná;-53.9490;-25.3005;4715;6197;5748;5170;4194;3264;2868;3085;4085;4308;5231;6020;6410
4206;Paraná;-53.8490;-25.3005;4688;6165;5706;5158;4190;3263;2842;3089;4091;4279;5201;5950;6325
4207;Paraná;-53.7490;-25.3005;4688;6104;5713;5197;4216;3281;2857;3097;4112;4273;5192;5944;6278
4208;Paraná;-53.6490;-25.3005;4679;6017;5684;5199;4223;3294;2869;3093;4103;4283;5185;5959;6245
4209;Paraná;-53.5490;-25.3005;4696;6131;5628;5129;4228;3292;2880;3115;4143;4305;5202;6000;6297
4210;Paraná;-53.4490;-25.3005;4716;6172;5639;5176;4256;3302;2894;3117;4147;4309;5219;6036;6320
4211;Paraná;-53.3490;-25.3005;4715;6195;5624;5190;4257;3295;2892;3133;4142;4309;5209;6019;6311
4212;Paraná;-53.2490;-25.3005;4706;6222;5608;5131;4229;3316;2920;3131;4155;4315;5175;5974;6295
4213;Paraná;-53.1490;-25.3005;4716;6235;5627;5162;4265;3311;2926;3132;4162;4321;5170;5975;6305
4214;Paraná;-53.0490;-25.3005;4726;6221;5643;5211;4291;3310;2908;3131;4158;4313;5197;6024;6310
4215;Paraná;-52.9490;-25.3005;4733;6242;5634;5236;4316;3327;2904;3119;4155;4315;5219;6058;6278
4216;Paraná;-52.8490;-25.3005;4729;6199;5640;5199;4308;3327;2923;3131;4147;4324;5216;6075;6259
4217;Paraná;-52.7490;-25.3005;4704;6144;5575;5142;4272;3315;2928;3155;4137;4313;5181;6040;6246
4218;Paraná;-52.6490;-25.3005;4696;6122;5496;5168;4290;3301;2921;3159;4174;4315;5177;6015;6214
4219;Paraná;-52.5490;-25.3005;4718;6129;5547;5188;4304;3311;2941;3176;4190;4345;5217;6037;6237
4220;Paraná;-52.4490;-25.3005;4741;6147;5610;5229;4291;3329;2964;3213;4223;4365;5236;6041;6244
4221;Paraná;-52.3490;-25.3005;4712;6061;5548;5158;4290;3328;2938;3213;4193;4373;5217;6023;6204
4222;Paraná;-52.2490;-25.3005;4718;6068;5585;5157;4291;3341;2932;3221;4190;4395;5223;6018;6201
4223;Paraná;-52.1490;-25.3005;4701;6007;5560;5144;4282;3340;2932;3218;4187;4382;5193;6015;6150
4224;Paraná;-52.0490;-25.3005;4687;5981;5589;5126;4268;3337;2929;3201;4191;4354;5169;5967;6132
4225;Paraná;-51.9490;-25.3005;4679;5968;5577;5110;4261;3327;2941;3200;4196;4330;5157;5961;6121
4226;Paraná;-51.8490;-25.3005;4656;5925;5499;5061;4222;3323;2934;3202;4188;4329;5161;5897;6126
4227;Paraná;-51.7490;-25.3005;4642;5908;5507;5048;4214;3307;2934;3203;4189;4327;5122;5850;6092
4228;Paraná;-51.6490;-25.3005;4623;5880;5483;5006;4205;3282;2936;3200;4184;4332;5075;5841;6049
4229;Paraná;-51.5490;-25.3005;4599;5839;5442;4915;4145;3273;2911;3211;4162;4330;5058;5859;6037
4230;Paraná;-51.4490;-25.3005;4554;5729;5364;4849;4159;3249;2899;3167;4137;4298;5009;5813;5971
4231;Paraná;-51.3490;-25.3005;4503;5639;5281;4787;4125;3223;2871;3134;4133;4258;4950;5735;5902
4232;Paraná;-51.2490;-25.3005;4389;5406;5171;4713;3988;3128;2791;3075;4082;4164;4783;5586;5782
4233;Paraná;-51.1490;-25.3005;4325;5444;5184;4664;3901;3070;2696;3005;3989;4083;4628;5536;5699
4234;Paraná;-51.0490;-25.3005;4381;5592;5318;4717;3944;3084;2694;3005;3974;4124;4693;5623;5805
4235;Paraná;-50.9490;-25.3005;4392;5623;5367;4688;3897;3118;2701;2988;3988;4141;4720;5608;5859
4236;Paraná;-50.8490;-25.3005;4433;5656;5437;4739;3932;3150;2755;3014;4025;4192;4765;5651;5872
4237;Paraná;-50.7490;-25.3005;4425;5612;5428;4737;3931;3161;2767;3009;4022;4169;4748;5625;5891
4238;Paraná;-50.6490;-25.3005;4381;5527;5317;4695;3915;3129;2743;3007;3990;4124;4731;5608;5789
4239;Paraná;-50.5490;-25.3005;4377;5563;5323;4682;3928;3140;2737;3013;3994;4121;4708;5577;5737
4240;Paraná;-50.4490;-25.3005;4385;5608;5289;4704;3960;3171;2733;3018;4006;4123;4700;5574;5734
4241;Paraná;-50.3490;-25.3005;4398;5594;5343;4698;3972;3162;2767;3023;4020;4111;4733;5590;5769
4242;Paraná;-50.2490;-25.3005;4406;5598;5356;4707;3972;3159;2792;3016;4031;4118;4729;5600;5788
4243;Paraná;-50.1490;-25.3005;4416;5619;5358;4725;3984;3174;2823;3040;4036;4119;4725;5596;5788
4244;Paraná;-50.0490;-25.3005;4407;5588;5351;4708;3985;3150;2818;3033;4039;4117;4709;5565;5814
4245;Paraná;-49.9490;-25.3005;4392;5520;5316;4697;3979;3159;2818;3035;4042;4124;4710;5512;5795
4246;Paraná;-49.8490;-25.3005;4338;5446;5207;4654;3918;3115;2782;3007;3996;4081;4635;5491;5730
4247;Paraná;-49.7490;-25.3005;4203;5346;5134;4589;3804;3019;2653;2848;3858;3917;4418;5315;5537
4248;Paraná;-49.6490;-25.3005;4185;5322;5159;4595;3805;3011;2612;2827;3819;3878;4396;5279;5522
4249;Paraná;-49.5490;-25.3005;4198;5305;5207;4590;3821;3003;2623;2863;3825;3883;4422;5263;5570
4250;Paraná;-49.4490;-25.3005;4228;5339;5214;4636;3825;3013;2686;2889;3883;3893;4421;5308;5635
4251;Paraná;-49.3490;-25.3005;4237;5314;5213;4619;3809;3035;2741;2924;3918;3914;4438;5291;5625
4252;Paraná;-49.2490;-25.3005;4194;5258;5187;4551;3778;3031;2755;2903;3884;3844;4348;5232;5558
4253;Paraná;-49.1490;-25.3005;4184;5308;5172;4536;3766;3036;2733;2896;3864;3800;4321;5201;5580
4254;Paraná;-49.0490;-25.3005;4177;5302;5167;4541;3739;3054;2727;2898;3834;3780;4326;5185;5568
4255;Paraná;-48.9490;-25.3005;4133;5253;5136;4492;3711;3023;2717;2886;3746;3748;4274;5109;5503
4256;Paraná;-48.8490;-25.3005;3923;4997;4912;4254;3573;2942;2645;2740;3562;3511;3988;4756;5196
4257;Paraná;-48.7490;-25.3005;3712;4778;4746;4120;3487;2891;2545;2543;3319;3145;3553;4470;4944
4258;Paraná;-48.6490;-25.3005;3811;5020;4969;4247;3598;2937;2576;2556;3292;3198;3616;4602;5117
4259;Paraná;-48.5490;-25.3005;3820;5110;5029;4238;3588;2937;2569;2538;3255;3193;3585;4614;5182
4260;Paraná;-48.4490;-25.3005;3891;5243;5144;4304;3617;2988;2581;2558;3271;3268;3686;4724;5309
4261;Paraná;-48.3490;-25.3005;3910;5307;5211;4372;3657;2984;2558;2527;3238;3284;3679;4758;5340
4262;Paraná;-48.2490;-25.3005;3806;5243;5070;4237;3552;2916;2483;2477;3160;3163;3547;4614;5206
4263;Paraná;-48.1490;-25.3005;3781;5185;5004;4170;3541;2879;2462;2450;3127;3167;3552;4639;5193
4264;Paraná;-48.0490;-25.3005;3990;5443;5295;4425;3754;2989;2534;2535;3237;3402;3833;4942;5487
4265;Paraná;-54.4490;-25.2005;4839;6551;6000;5420;4264;3288;2846;3064;4042;4315;5305;6230;6744
4266;Paraná;-54.3490;-25.2005;4809;6465;5907;5371;4255;3284;2848;3058;4024;4309;5281;6186;6726
4267;Paraná;-54.2490;-25.2005;4777;6333;5793;5325;4237;3278;2864;3079;4043;4340;5278;6136;6623
4268;Paraná;-54.1490;-25.2005;4778;6273;5831;5318;4253;3283;2863;3110;4089;4367;5286;6138;6523
4269;Paraná;-54.0490;-25.2005;4756;6233;5802;5233;4230;3291;2863;3112;4117;4346;5281;6088;6477
4270;Paraná;-53.9490;-25.2005;4734;6218;5766;5147;4196;3303;2888;3111;4134;4338;5246;6015;6442
4271;Paraná;-53.8490;-25.2005;4694;6186;5704;5102;4183;3294;2899;3094;4116;4320;5190;5912;6325
4272;Paraná;-53.7490;-25.2005;4693;6144;5664;5117;4216;3301;2915;3114;4138;4319;5183;5921;6287
4273;Paraná;-53.6490;-25.2005;4685;6059;5614;5130;4226;3300;2913;3135;4137;4331;5167;5933;6283
4274;Paraná;-53.5490;-25.2005;4695;6129;5559;5110;4222;3316;2928;3156;4149;4338;5156;5961;6313
4275;Paraná;-53.4490;-25.2005;4711;6174;5592;5130;4224;3313;2924;3165;4151;4341;5187;5989;6339
4276;Paraná;-53.3490;-25.2005;4727;6215;5625;5183;4252;3319;2926;3168;4168;4350;5205;5992;6328
4277;Paraná;-53.2490;-25.2005;4702;6234;5568;5105;4240;3315;2943;3165;4181;4325;5152;5932;6265
4278;Paraná;-53.1490;-25.2005;4702;6203;5571;5100;4248;3317;2938;3170;4191;4342;5156;5921;6274
4279;Paraná;-53.0490;-25.2005;4710;6148;5573;5139;4271;3335;2929;3170;4206;4363;5178;5949;6263
4280;Paraná;-52.9490;-25.2005;4730;6203;5592;5201;4271;3341;2941;3183;4185;4365;5214;6005;6263
4281;Paraná;-52.8490;-25.2005;4733;6206;5622;5195;4275;3343;2940;3185;4186;4364;5210;6015;6257
4282;Paraná;-52.7490;-25.2005;4730;6185;5601;5181;4278;3342;2957;3189;4179;4360;5213;6014;6259
4283;Paraná;-52.6490;-25.2005;4730;6192;5569;5184;4297;3327;2927;3217;4199;4357;5219;6023;6252
4284;Paraná;-52.5490;-25.2005;4755;6206;5591;5217;4336;3337;2953;3224;4221;4383;5234;6085;6267
4285;Paraná;-52.4490;-25.2005;4771;6208;5574;5253;4357;3368;2977;3245;4234;4412;5249;6113;6267
4286;Paraná;-52.3490;-25.2005;4776;6216;5617;5230;4367;3349;2979;3255;4232;4421;5252;6104;6286
4287;Paraná;-52.2490;-25.2005;4754;6143;5593;5200;4350;3363;2985;3258;4216;4416;5225;6056;6247
4288;Paraná;-52.1490;-25.2005;4732;6043;5565;5154;4300;3380;2996;3271;4216;4423;5212;6028;6190
4289;Paraná;-52.0490;-25.2005;4715;6015;5581;5139;4294;3356;2979;3255;4207;4398;5205;5985;6162
4290;Paraná;-51.9490;-25.2005;4704;5965;5557;5157;4300;3343;2966;3238;4204;4376;5207;5969;6164
4291;Paraná;-51.8490;-25.2005;4667;5867;5503;5080;4256;3343;2959;3222;4211;4341;5178;5929;6115
4292;Paraná;-51.7490;-25.2005;4638;5799;5485;5038;4237;3327;2962;3220;4219;4319;5116;5885;6045
4293;Paraná;-51.6490;-25.2005;4623;5763;5459;5011;4224;3310;2952;3219;4221;4316;5093;5858;6049
4294;Paraná;-51.5490;-25.2005;4584;5675;5393;4938;4199;3291;2905;3232;4201;4311;5059;5800;6005
4295;Paraná;-51.4490;-25.2005;4554;5623;5328;4878;4177;3275;2905;3201;4179;4304;5024;5792;5959
4296;Paraná;-51.3490;-25.2005;4544;5630;5302;4858;4175;3266;2915;3179;4180;4299;5001;5770;5951
4297;Paraná;-51.2490;-25.2005;4453;5503;5270;4731;4053;3185;2844;3116;4138;4232;4862;5646;5861
4298;Paraná;-51.1490;-25.2005;4409;5567;5325;4721;3978;3162;2746;3050;4040;4158;4725;5615;5816
4299;Paraná;-51.0490;-25.2005;4439;5648;5381;4763;3992;3167;2739;3042;4020;4165;4784;5672;5892
4300;Paraná;-50.9490;-25.2005;4458;5717;5400;4780;4012;3183;2763;3039;4018;4198;4807;5674;5912
4301;Paraná;-50.8490;-25.2005;4495;5702;5457;4840;4034;3204;2804;3061;4053;4237;4857;5745;5952
4302;Paraná;-50.7490;-25.2005;4480;5638;5444;4810;4002;3214;2806;3067;4057;4225;4832;5717;5943
4303;Paraná;-50.6490;-25.2005;4446;5610;5403;4787;4001;3165;2795;3056;4055;4186;4785;5634;5873
4304;Paraná;-50.5490;-25.2005;4440;5627;5413;4786;4018;3167;2795;3055;4035;4181;4778;5606;5815
4305;Paraná;-50.4490;-25.2005;4425;5592;5378;4744;4008;3175;2770;3044;4015;4184;4780;5598;5818
4306;Paraná;-50.3490;-25.2005;4449;5638;5394;4749;4042;3208;2802;3068;4050;4178;4794;5624;5840
4307;Paraná;-50.2490;-25.2005;4456;5646;5395;4727;4061;3223;2833;3062;4073;4161;4796;5634;5860
4308;Paraná;-50.1490;-25.2005;4453;5634;5350;4730;4048;3219;2838;3055;4069;4181;4803;5639;5867
4309;Paraná;-50.0490;-25.2005;4445;5558;5323;4727;4056;3194;2855;3059;4082;4186;4811;5649;5842
4310;Paraná;-49.9490;-25.2005;4380;5494;5269;4689;3999;3149;2810;3015;4023;4103;4689;5547;5771
4311;Paraná;-49.8490;-25.2005;4234;5375;5117;4582;3848;3066;2683;2886;3881;3930;4467;5355;5616
4312;Paraná;-49.7490;-25.2005;4185;5323;5137;4584;3791;3021;2638;2797;3825;3861;4398;5295;5555
4313;Paraná;-49.6490;-25.2005;4181;5326;5155;4588;3804;3014;2624;2782;3805;3843;4393;5292;5543
4314;Paraná;-49.5490;-25.2005;4212;5390;5241;4625;3878;3030;2612;2795;3783;3864;4432;5303;5586
4315;Paraná;-49.4490;-25.2005;4259;5405;5276;4691;3863;3050;2665;2878;3881;3925;4481;5337;5652
4316;Paraná;-49.3490;-25.2005;4260;5381;5246;4649;3855;3070;2723;2937;3921;3934;4464;5328;5607
4317;Paraná;-49.2490;-25.2005;4248;5374;5235;4598;3847;3059;2738;2937;3917;3918;4423;5310;5618
4318;Paraná;-49.1490;-25.2005;4223;5313;5195;4573;3826;3073;2754;2940;3903;3854;4398;5239;5608
4319;Paraná;-49.0490;-25.2005;4172;5271;5133;4500;3767;3073;2767;2920;3874;3784;4323;5125;5527
4320;Paraná;-48.9490;-25.2005;4143;5286;5139;4452;3745;3061;2751;2892;3811;3764;4255;5081;5472
4321;Paraná;-48.8490;-25.2005;4078;5195;5078;4368;3671;3039;2723;2837;3717;3732;4200;4976;5399
4322;Paraná;-48.7490;-25.2005;3791;4908;4838;4141;3479;2921;2608;2644;3416;3261;3684;4561;5033
4323;Paraná;-48.6490;-25.2005;3760;4941;4816;4094;3495;2911;2566;2584;3337;3222;3624;4508;5027
4324;Paraná;-48.5490;-25.2005;3801;5052;4923;4178;3537;2945;2576;2580;3315;3204;3617;4559;5122
4325;Paraná;-48.4490;-25.2005;3802;5074;4949;4182;3559;2965;2584;2575;3290;3203;3580;4556;5105
4326;Paraná;-48.3490;-25.2005;3807;5083;5030;4223;3613;2932;2563;2513;3253;3211;3572;4567;5120
4327;Paraná;-48.2490;-25.2005;3755;5000;4936;4183;3535;2907;2529;2506;3196;3171;3555;4494;5050
4328;Paraná;-48.1490;-25.2005;3685;4908;4830;4091;3454;2867;2486;2457;3136;3118;3484;4434;4962
4329;Paraná;-48.0490;-25.2005;3886;5298;5144;4309;3648;2943;2545;2518;3252;3270;3684;4740;5275
4331;Paraná;-54.4490;-25.1005;4832;6464;6011;5413;4256;3286;2874;3079;4054;4323;5308;6222;6698
4332;Paraná;-54.3490;-25.1005;4819;6419;5933;5385;4256;3298;2878;3082;4055;4317;5296;6188;6717
4333;Paraná;-54.2490;-25.1005;4792;6311;5806;5324;4264;3300;2898;3094;4079;4361;5277;6162;6632
4334;Paraná;-54.1490;-25.1005;4777;6230;5820;5278;4257;3292;2899;3116;4119;4381;5289;6123;6513
4335;Paraná;-54.0490;-25.1005;4778;6237;5805;5261;4259;3297;2918;3143;4150;4383;5289;6113;6488
4336;Paraná;-53.9490;-25.1005;4758;6264;5754;5185;4247;3295;2917;3157;4161;4353;5261;6039;6463
